gdb_id,canonical_smiles,smiles,molecular_weight,logp,tpsa,hbd,hba,rotatable_bonds,homo_energy,lumo_energy,dipole_moment,kmeans_cluster,hdbscan_cluster
8762,CN(C=O)C(=O)C=O,CN(C=O)C(=O)C=O,115.08799999999998,-1.1999000000000002,54.45,0,3,2,-0.267,-0.1046,1.4922,0,-2
8763,C#CC(C)C(O)C=O,C#CC(C)C(O)C=O,112.12799999999997,-0.18450000000000005,37.3,1,2,2,-0.2618,-0.0459,1.9726,0,-2
8764,C#CC(C)N(C)C=O,C#CC(C)N(C)C=O,111.14399999999999,0.09630000000000005,20.310000000000002,0,1,2,-0.2482,0.0215,3.6334,2,-2
8765,CC(C#N)C(O)C=O,CC(C#N)C(O)C=O,113.11599999999997,-0.2941200000000001,61.089999999999996,1,3,2,-0.2955,-0.0613,3.974,1,578
8766,CC(C#N)N(C)C=O,CC(C#N)N(C)C=O,112.13199999999998,-0.013319999999999999,44.1,0,2,2,-0.2672,0.0031,3.5925,0,-2
8767,C#CC(C)C(C)C=O,C#CC(C)C(C)C=O,110.15599999999998,1.0907,17.07,0,1,2,-0.2466,-0.0212,2.8401,2,114
8768,CC(C#N)C(C)C=O,CC(C#N)C(C)C=O,111.14399999999998,0.98108,40.86,0,2,2,-0.2618,-0.0381,5.183,0,-2
8769,C#CC(O)C(C)C=O,C#CC(O)C(C)C=O,112.12799999999999,-0.1845000000000001,37.3,1,2,2,-0.2467,-0.0263,3.3117,0,493
8770,CC(C=O)C(O)C#N,CC(C=O)C(O)C#N,113.11599999999999,-0.29412,61.089999999999996,1,3,2,-0.264,-0.0432,2.1457,1,-2
8771,C#CC(O)C(O)C=O,C#CC(O)C(O)C=O,114.09999999999998,-1.4597000000000002,57.53,2,3,2,-0.2708,-0.0486,1.833,1,-2
8772,N#CC(O)C(O)C=O,N#CC(O)C(O)C=O,115.08799999999998,-1.56932,81.32,2,4,2,-0.3019,-0.0659,3.4157,1,-2
8773,CC(C=O)C(C)C=O,CC(C=O)C(C)C=O,114.14399999999998,0.6564,34.14,0,2,3,-0.2513,-0.0358,4.1695,0,-2
8774,CC(C=O)C(O)C=O,CC(C=O)C(O)C=O,116.11599999999997,-0.6188,54.37,1,3,3,-0.2621,-0.0432,2.9712,1,442
8775,CC(C=O)N(C)C=O,CC(C=O)N(C)C=O,115.13199999999999,-0.3380000000000001,37.38,0,2,3,-0.2497,-0.0436,1.6147,0,-2
8776,O=CC(O)C(O)C=O,O=CC(O)C(O)C=O,118.08799999999998,-1.8940000000000003,74.6,2,4,3,-0.2758,-0.0529,3.1543,1,-1
8777,C#CC(=O)C(N)=NC,C#CC(=O)C(N)=NC,110.11600000000001,-0.8243,55.45,1,2,1,-0.2452,-0.0777,2.0545,0,-1
8778,CN=C(N)C(=O)C#N,CN=C(N)C(=O)C#N,111.10399999999998,-0.9339200000000001,79.24,1,3,1,-0.266,-0.1048,5.7102,1,-1
8779,CN=C(N)C(=O)C=O,CN=C(N)C(=O)C=O,114.10399999999997,-1.2586000000000002,72.52,1,3,2,-0.2416,-0.1024,4.9256,1,-2
8780,CN=C(N)C(O)C#N,CN=C(N)C(O)C#N,113.11999999999998,-1.14212,82.4,2,3,1,-0.2594,-0.0158,3.8678,1,-2
8781,CN=C(C)N(C)C=O,CN=C(C)N(C)C=O,114.14799999999998,0.12280000000000002,32.67,0,2,1,-0.242,-0.017,3.467,0,-2
8782,CN=C(N)N(C)C=O,CN=C(N)N(C)C=O,115.13599999999998,-0.9809000000000003,58.69,1,2,1,-0.2356,-0.0049,3.9664,1,-2
8783,C#CC(=O)C(=O)CC,C#CC(=O)C(=O)CC,110.112,0.16779999999999995,34.14,0,2,2,-0.2527,-0.1021,0.3138,0,-2
8784,CCC(=O)C(=O)C#N,CCC(=O)C(=O)C#N,111.1,0.05818000000000001,57.93,0,3,2,-0.2814,-0.1322,3.9829,0,-2
8785,C#CC(=O)C(=N)NC,C#CC(=O)C(=N)NC,110.116,-0.61463,52.95,2,2,1,-0.2316,-0.0878,0.6659,1,-2
8786,CNC(=N)C(=O)C#N,CNC(=N)C(=O)C#N,111.104,-0.7242500000000003,76.74000000000001,2,3,1,-0.2522,-0.1172,3.4509,1,-2
8787,C#CC(=O)C(=O)NC,C#CC(=O)C(=O)NC,111.1,-1.0653000000000001,46.17,1,2,1,-0.2521,-0.0913,0.9805,0,-2
8788,C#CC(=O)C(=O)OC,C#CC(=O)C(=O)OC,112.08399999999999,-0.6383000000000001,43.370000000000005,0,3,1,-0.2677,-0.0972,1.3946,0,-2
8789,COC(=O)C(=O)C#N,COC(=O)C(=O)C#N,113.072,-0.7479200000000001,67.16,0,4,1,-0.3035,-0.1285,3.5208,1,-2
8790,C#CC(=O)C(=O)CO,C#CC(=O)C(=O)CO,112.08399999999999,-1.2499,54.370000000000005,1,3,2,-0.2552,-0.1054,1.0243,1,-2
8791,N#CC(=O)C(=O)CO,N#CC(=O)C(=O)CO,113.07199999999999,-1.3595200000000003,78.16,1,4,2,-0.2843,-0.1361,4.7037,1,-2
8792,CCC(=O)C(=O)C=O,CCC(=O)C(=O)C=O,114.09999999999998,-0.26649999999999996,51.21,0,3,3,-0.2469,-0.1131,1.9917,0,-2
8793,CNC(=N)C(=O)C=O,CNC(=N)C(=O)C=O,114.10399999999998,-1.0489300000000004,70.02000000000001,2,3,2,-0.2355,-0.119,2.1499,1,-2
8794,CNC(=O)C(=O)C=O,CNC(=O)C(=O)C=O,115.08799999999998,-1.4996000000000007,63.24,1,3,2,-0.2456,-0.1188,3.7165,1,-2
8795,COC(=O)C(=O)C=O,COC(=O)C(=O)C=O,116.07199999999999,-1.0726000000000002,60.440000000000005,0,4,2,-0.2556,-0.124,3.7403,1,-2
8796,O=CC(=O)C(=O)CO,O=CC(=O)C(=O)CO,116.07199999999999,-1.6842000000000004,71.44,1,4,3,-0.2478,-0.1304,2.9184,1,-2
8797,CCC(=O)C(=N)NC,CCC(=O)C(=N)NC,114.148,0.16217000000000004,52.95,2,2,2,-0.2336,-0.0466,2.0608,1,-2
8798,CCC(=O)C(=O)CC,CCC(=O)C(=O)CC,114.14399999999999,0.9446,34.14,0,2,3,-0.237,-0.0791,0.0,0,-2
8799,CCC(=O)C(=O)CO,CCC(=O)C(=O)CO,116.11599999999999,-0.4731,54.370000000000005,1,3,3,-0.2399,-0.0822,1.3443,1,-2
8800,CCC(=O)C(=O)NC,CCC(=O)C(=O)NC,115.13199999999999,-0.2885,46.17,1,2,2,-0.2382,-0.0583,1.2528,0,-2
8801,CCC(=O)C(=O)OC,CCC(=O)C(=O)OC,116.11599999999999,0.13849999999999996,43.370000000000005,0,3,2,-0.2506,-0.0685,1.1722,0,-2
8802,CNC(=N)C(=O)CO,CNC(=N)C(=O)CO,116.11999999999999,-1.2555300000000005,73.18,3,3,2,-0.2373,-0.0705,1.6307,1,-2
8803,CNC(=N)C(=O)OC,CNC(=N)C(=O)OC,116.11999999999999,-0.6439300000000003,62.18000000000001,2,3,0,-0.2253,-0.0358,1.7371,1,-2
8804,CNC(=O)C(=O)CO,CNC(=O)C(=O)CO,117.10399999999998,-1.7062000000000002,66.4,2,3,2,-0.241,-0.0607,0.9386,1,-2
8805,CNC(=O)C(=O)NC,CNC(=O)C(=O)NC,116.11999999999999,-1.5216,58.2,2,2,0,-0.239,-0.0256,0.0001,1,-2
8806,CNC(=O)C(=O)OC,CNC(=O)C(=O)OC,117.10399999999998,-1.0946000000000002,55.400000000000006,1,3,0,-0.249,-0.0421,1.9384,1,-1
8807,COC(=O)C(=O)CO,COC(=O)C(=O)CO,118.088,-1.2792000000000001,63.60000000000001,1,4,2,-0.2532,-0.0712,2.4291,1,-2
8808,COC(=O)C(=O)OC,COC(=O)C(=O)OC,118.088,-0.6676000000000002,52.60000000000001,0,4,0,-0.2662,-0.0556,0.0001,0,-2
8809,O=C(CO)C(=O)CO,O=C(CO)C(=O)CO,118.088,-1.8908,74.6,2,4,3,-0.2428,-0.0853,0.0004,1,-2
8810,CCC(=O)C(N)=NC,CCC(=O)C(N)=NC,114.14800000000001,-0.04750000000000004,55.45,1,2,2,-0.2392,-0.0478,1.859,0,-2
8811,CN=C(N)C(=O)CO,CN=C(N)C(=O)CO,116.11999999999998,-1.4651999999999998,75.67999999999999,2,3,2,-0.2487,-0.0632,3.9781,1,-1
8812,CN=C(N)C(=O)NC,CN=C(N)C(=O)NC,115.13599999999998,-1.2805999999999995,67.47999999999999,2,2,0,-0.2323,-0.0167,1.6129,1,-2
8813,CN=C(N)C(=O)OC,CN=C(N)C(=O)OC,116.11999999999998,-0.8536000000000001,64.67999999999999,1,3,0,-0.2383,-0.0329,1.1249,1,-2
8814,C#CC(C)C(=O)CO,C#CC(C)C(=O)CO,112.12799999999999,-0.1829,37.3,1,2,2,-0.2607,-0.0318,2.601,0,-2
8815,CC(C#N)C(=O)CO,CC(C#N)C(=O)CO,113.11599999999999,-0.29251999999999995,61.09,1,3,2,-0.2828,-0.0502,2.8037,1,-2
8816,C#CC(C)C(=O)CC,C#CC(C)C(=O)CC,110.15599999999999,1.2348000000000001,17.07,0,1,2,-0.2413,-0.016,2.1039,2,-2
8817,CCC(=O)C(C)C#N,CCC(=O)C(C)C#N,111.14399999999999,1.12518,40.86,0,2,2,-0.2668,-0.0341,2.2879,0,-2
8818,C#CC(O)C(=O)CC,C#CC(O)C(=O)CC,112.128,-0.04039999999999999,37.3,1,2,2,-0.2604,-0.034,2.9324,0,-2
8819,CCC(=O)C(O)C#N,CCC(=O)C(O)C#N,113.11599999999999,-0.15002,61.089999999999996,1,3,2,-0.2922,-0.0545,3.8059,1,-2
8820,CNC(=N)C(O)C#N,CNC(=N)C(O)C#N,113.11999999999999,-0.9324500000000004,79.9,3,3,1,-0.2379,-0.0112,3.9739,1,-2
8821,C#CC(C)C(=O)NC,C#CC(C)C(=O)NC,111.14399999999999,0.0017000000000000903,29.1,1,1,1,-0.2429,0.0308,3.0037,0,-2
8822,CNC(=O)C(C)C#N,CNC(=O)C(C)C#N,112.13199999999999,-0.10792000000000002,52.89,1,2,1,-0.2655,0.0126,0.9774,0,-2
8823,C#CC(N)C(=O)NC,C#CC(N)C(=O)NC,112.13199999999999,-1.3071,55.120000000000005,2,2,1,-0.239,0.022,3.4833,1,-1
8824,CNC(=O)C(N)C#N,CNC(=O)C(N)C#N,113.12,-1.41672,78.91,2,3,1,-0.2611,0.0021,2.5378,1,-2
8825,C#CC(O)C(=O)NC,C#CC(O)C(=O)NC,113.116,-1.2735,49.33,2,2,1,-0.2567,0.0132,4.1948,1,-2
8826,CNC(=O)C(O)C#N,CNC(=O)C(O)C#N,114.10399999999998,-1.3831200000000001,73.12,2,3,1,-0.2837,-0.0077,4.291,1,-2
8827,C#CC(C)C(=O)OC,C#CC(C)C(=O)OC,112.12799999999999,0.42869999999999997,26.3,0,2,1,-0.2593,0.0044,1.492,0,-2
8828,COC(=O)C(C)C#N,COC(=O)C(C)C#N,113.116,0.3190799999999999,50.09,0,3,1,-0.2909,-0.0118,3.1452,0,-1
8829,C#CC(N)C(=O)OC,C#CC(N)C(=O)OC,113.11599999999999,-0.8801000000000001,52.32000000000001,1,3,1,-0.2483,-0.0013,1.7226,1,-2
8830,COC(=O)C(N)C#N,COC(=O)C(N)C#N,114.10400000000001,-0.9897200000000002,76.11,1,4,1,-0.2748,-0.0161,3.9089,1,-2
8831,C#CC(O)C(=O)OC,C#CC(O)C(=O)OC,114.1,-0.8465,46.53,1,3,1,-0.2692,-0.0083,2.8521,1,-2
8832,COC(=O)C(O)C#N,COC(=O)C(O)C#N,115.088,-0.9561200000000001,70.32,1,4,1,-0.3096,-0.0289,4.3413,1,-2
8833,C#CC(O)C(=O)CO,C#CC(O)C(=O)CO,114.1,-1.4581,57.53,2,3,2,-0.2755,-0.0496,1.4422,1,223
8834,N#CC(O)C(=O)CO,N#CC(O)C(=O)CO,115.088,-1.5677200000000002,81.32,2,4,2,-0.2972,-0.0703,2.6,1,-2
8835,CC(C=O)C(=O)CO,CC(C=O)C(=O)CO,116.11599999999999,-0.6172000000000002,54.370000000000005,1,3,3,-0.2685,-0.0613,3.2568,1,-2
8836,CCC(=N)N(C)C=O,CCC(=N)N(C)C=O,114.14799999999998,0.46187000000000006,44.160000000000004,1,2,2,-0.2589,-0.0192,0.8512,0,493
8837,CCC(=O)C(C)C=O,CCC(=O)C(C)C=O,114.14399999999998,0.8005,34.14,0,2,3,-0.2514,-0.0506,1.683,0,-2
8838,CCC(=O)C(O)C=O,CCC(=O)C(O)C=O,116.11599999999997,-0.4747000000000001,54.37,1,3,3,-0.2567,-0.0517,4.2967,1,-2
8839,CCC(=O)N(C)C=N,CCC(=O)N(C)C=N,114.14799999999998,0.46187000000000006,44.160000000000004,1,2,2,-0.2475,-0.0119,1.9672,0,493
8840,CCC(=O)N(C)C=O,CCC(=O)N(C)C=O,115.13199999999998,0.011200000000000099,37.38,0,2,2,-0.2557,-0.0283,3.7721,0,-2
8841,CN(C=N)C(=O)CO,CN(C=N)C(=O)CO,116.11999999999999,-0.9558300000000002,64.39,2,3,2,-0.2616,-0.0263,2.0034,1,-2
8842,CN(C=O)C(=N)CO,CN(C=O)C(=N)CO,116.11999999999999,-0.9558300000000002,64.39,2,3,2,-0.25,-0.0181,4.0193,1,223
8843,CN(C=O)C(=O)CN,CN(C=O)C(=O)CN,116.12,-1.4400999999999997,63.400000000000006,1,3,2,-0.2501,-0.0324,2.367,1,-2
8844,CN(C=O)C(=O)CO,CN(C=O)C(=O)CO,117.10399999999998,-1.4065000000000003,57.61,1,3,2,-0.2744,-0.0434,2.1962,1,-2
8845,CNC(=O)C(C)C=O,CNC(=O)C(C)C=O,115.13199999999998,-0.4326000000000001,46.17,1,2,2,-0.2493,-0.0446,1.487,0,-2
8846,CNC(=O)C(O)C=O,CNC(=O)C(O)C=O,117.10399999999997,-1.7078,66.4,2,3,2,-0.2529,-0.0459,1.9254,1,-2
8847,CNC(=O)N(C)C=N,CNC(=O)N(C)C=N,115.136,-0.1353299999999999,56.190000000000005,2,2,1,-0.2393,0.0134,3.0835,1,-2
8848,CNC(=O)N(C)C=O,CNC(=O)N(C)C=O,116.11999999999999,-0.5860000000000001,49.410000000000004,1,2,1,-0.2551,-0.0033,4.9934,0,-2
8849,COC(=N)N(C)C=O,COC(=N)N(C)C=O,116.11999999999999,-0.34423000000000026,53.39,1,3,1,-0.2565,-0.0108,2.5757,1,-2
8850,COC(=O)C(C)C=O,COC(=O)C(C)C=O,116.11599999999999,-0.005600000000000049,43.370000000000005,0,3,2,-0.2556,-0.0357,2.663,0,62
8851,COC(=O)C(O)C=O,COC(=O)C(O)C=O,118.08799999999998,-1.2808000000000002,63.6,1,4,2,-0.2753,-0.0527,3.6343,1,-2
8852,COC(=O)N(C)C=N,COC(=O)N(C)C=N,116.11999999999999,0.29167000000000004,53.39,1,3,1,-0.2481,0.0017,1.7763,0,526
8853,COC(=O)N(C)C=O,COC(=O)N(C)C=O,117.10399999999998,-0.15900000000000003,46.61,0,3,1,-0.2676,-0.0155,3.7931,0,-1
8854,O=CC(O)C(=O)CO,O=CC(O)C(=O)CO,118.088,-1.8924000000000003,74.6,2,4,3,-0.2726,-0.0708,2.6706,1,-2
8855,C#CC(=O)C(C)CO,C#CC(=O)C(C)CO,112.12799999999999,-0.1829,37.3,1,2,2,-0.2627,-0.0582,1.4766,0,-2
8856,CC(CO)C(=O)C#N,CC(CO)C(=O)C#N,113.116,-0.29252000000000006,61.089999999999996,1,3,2,-0.2861,-0.0869,3.7768,1,-2
8857,C#CC(=O)C(C)CC,C#CC(=O)C(C)CC,110.15599999999999,1.2348000000000001,17.07,0,1,2,-0.2597,-0.0555,2.6991,2,-2
8858,CCC(C)C(=O)C#N,CCC(C)C(=O)C#N,111.14399999999999,1.12518,40.86,0,2,2,-0.2913,-0.0838,3.7384,0,-2
8859,C#CC(=O)C(O)CC,C#CC(=O)C(O)CC,112.12799999999999,-0.04039999999999999,37.3,1,2,2,-0.2708,-0.0724,3.0636,0,-2
8860,CCC(O)C(=O)C#N,CCC(O)C(=O)C#N,113.116,-0.15002,61.089999999999996,1,3,2,-0.2927,-0.1013,1.8794,1,-2
8861,CCN(C)C(=N)C#N,CCN(C)C(=N)C#N,111.148,0.43895,50.88,1,2,1,-0.237,-0.039,3.2969,0,-2
8862,C#CC(=O)N(C)CC,C#CC(=O)N(C)CC,111.14399999999999,0.09789999999999988,20.310000000000002,0,1,1,-0.2426,-0.0232,3.5665,2,-2
8863,CCN(C)C(=O)C#N,CCN(C)C(=O)C#N,112.13199999999999,-0.011719999999999953,44.1,0,2,1,-0.2675,-0.0479,5.1736,0,-2
8864,CNC(C)C(=O)C#N,CNC(C)C(=O)C#N,112.13199999999999,-0.3130200000000003,52.89,1,3,2,-0.2478,-0.0804,4.6318,1,-2
8865,C#CC(=O)C(C)OC,C#CC(=O)C(C)OC,112.12799999999999,0.2235999999999999,26.3,0,2,2,-0.2504,-0.0633,2.0349,0,124
8866,COC(C)C(=O)C#N,COC(C)C(=O)C#N,113.116,0.11397999999999997,50.09,0,3,2,-0.2794,-0.0864,4.177,0,-2
8867,C#CC(=O)C(O)CO,C#CC(=O)C(O)CO,114.09999999999998,-1.4581,57.53,2,3,2,-0.2643,-0.0804,2.3977,1,-2
8868,N#CC(=O)C(O)CO,N#CC(=O)C(O)CO,115.08799999999998,-1.5677200000000002,81.32000000000001,2,4,2,-0.2825,-0.1017,2.7279,1,-2
8869,CC(CO)C(=O)C=O,CC(CO)C(=O)C=O,116.11599999999999,-0.6172000000000002,54.37,1,3,3,-0.2511,-0.0988,1.0082,1,-2
8870,CCC(C)C(=O)C=O,CCC(C)C(=O)C=O,114.14399999999998,0.8005,34.14,0,2,3,-0.2477,-0.0936,1.2039,0,-2
8871,CCC(O)C(=O)C=O,CCC(O)C(=O)C=O,116.11599999999999,-0.4747000000000001,54.37,1,3,3,-0.2666,-0.1093,0.9376,1,-2
8872,CCN(C)C(=N)C=O,CCN(C)C(=N)C=O,114.14799999999998,0.11426999999999993,44.160000000000004,1,2,2,-0.2278,-0.0671,3.5651,0,-2
8873,CCN(C)C(=O)C=O,CCN(C)C(=O)C=O,115.13199999999998,-0.33640000000000003,37.38,0,2,2,-0.2487,-0.0725,2.661,0,-2
8874,COC(C)C(=O)C=O,COC(C)C(=O)C=O,116.11599999999999,-0.2107000000000001,43.370000000000005,0,3,3,-0.2501,-0.0974,1.8566,0,-2
8875,O=CC(=O)C(O)CO,O=CC(=O)C(O)CO,118.08799999999998,-1.8924000000000003,74.60000000000001,2,4,3,-0.2655,-0.1168,1.8653,1,-2
8876,CC(CO)C(=O)CO,CC(CO)C(=O)CO,118.13199999999999,-0.8238000000000003,57.53,2,3,3,-0.2633,-0.0267,2.5302,1,208
8877,CCC(=O)C(C)CO,CCC(=O)C(C)CO,116.15999999999998,0.5939000000000001,37.3,1,2,3,-0.2396,-0.009,1.2831,0,-2
8878,CCC(=O)C(C)OC,CCC(=O)C(C)OC,116.15999999999998,1.0004,26.3,0,2,3,-0.2398,-0.0101,2.587,0,-2
8879,CCC(=O)C(O)CO,CCC(=O)C(O)CO,118.13199999999998,-0.6813000000000002,57.53,2,3,3,-0.2585,-0.0321,2.4122,1,-2
8880,CCC(=O)C(C)CC,CCC(=O)C(C)CC,114.18799999999999,2.0116,17.07,0,1,3,-0.2363,-0.0059,2.3918,2,-2
8881,CCC(C)C(=O)CO,CCC(C)C(=O)CO,116.15999999999998,0.5939000000000001,37.3,1,2,3,-0.2611,-0.023,3.0215,0,431
8882,CCC(C)C(=O)NC,CCC(C)C(=O)NC,115.17599999999999,0.7785,29.1,1,1,2,-0.2388,0.0394,3.3068,2,-2
8883,CCC(C)C(=O)OC,CCC(C)C(=O)OC,116.15999999999998,1.2055,26.3,0,2,2,-0.2639,0.018,1.6032,2,-2
8884,CCC(=O)C(O)CC,CCC(=O)C(O)CC,116.15999999999998,0.7363999999999999,37.3,1,2,3,-0.2625,-0.0235,2.8175,0,-2
8885,CCC(O)C(=O)CO,CCC(O)C(=O)CO,118.13199999999999,-0.6813000000000002,57.53,2,3,3,-0.2744,-0.0397,1.7755,1,-2
8886,CCC(O)C(=O)NC,CCC(O)C(=O)NC,117.148,-0.49670000000000014,49.33,2,2,2,-0.2539,0.023,4.0418,1,-2
8887,CCC(O)C(=O)OC,CCC(O)C(=O)OC,118.13199999999999,-0.06970000000000004,46.53,1,3,2,-0.2658,0.0037,2.6819,0,-2
8888,CCC(=O)N(C)CC,CCC(=O)N(C)CC,115.17599999999999,0.8747,20.310000000000002,0,1,2,-0.2311,0.0377,3.332,2,-2
8889,CCN(C)C(=O)CO,CCN(C)C(=O)CO,117.14799999999998,-0.5430000000000001,40.540000000000006,1,2,2,-0.246,0.0234,4.4505,0,-2
8890,CCN(C)C(=O)NC,CCN(C)C(=O)NC,116.16399999999999,0.2774999999999999,32.34,1,1,1,-0.2245,0.0693,3.5913,0,-2
8891,CCN(C)C(=O)OC,CCN(C)C(=O)OC,117.14799999999998,0.7045,29.540000000000003,0,2,1,-0.2342,0.0629,2.1909,0,-2
8892,CNC(=O)C(C)CO,CNC(=O)C(C)CO,117.14799999999998,-0.6392,49.33,2,2,2,-0.2415,0.035,2.4384,1,-2
8893,CNC(=O)C(C)OC,CNC(=O)C(C)OC,117.14799999999998,-0.23270000000000035,38.33,1,2,2,-0.238,0.0376,3.2816,0,-2
8894,CNC(=O)C(O)CO,CNC(=O)C(O)CO,119.11999999999998,-1.9143999999999997,69.56,3,3,2,-0.2523,0.0227,3.4859,1,-1
8895,CNC(C)C(=O)OC,CNC(C)C(=O)OC,117.14799999999998,-0.23270000000000035,38.33,1,3,2,-0.2157,0.0156,1.6664,0,-2
8896,COC(=O)C(C)CO,COC(=O)C(C)CO,118.13199999999999,-0.2122000000000001,46.53,1,3,2,-0.2653,0.0155,0.3898,1,-2
8897,COC(=O)C(N)CO,COC(=O)C(N)CO,119.12,-1.5209999999999992,72.55,2,4,2,-0.2328,0.009,3.098,1,-2
8898,COC(=O)C(O)CO,COC(=O)C(O)CO,120.10399999999998,-1.4874,66.76,2,4,2,-0.2606,-0.0049,2.8376,1,-2
8899,COC(C)C(=O)CO,COC(C)C(=O)CO,118.13199999999999,-0.41730000000000017,46.53,1,3,3,-0.2622,-0.0272,3.7305,1,-2
8900,COC(=O)C(C)OC,COC(=O)C(C)OC,118.13199999999999,0.19429999999999992,35.53,0,3,2,-0.2495,0.0053,2.4755,0,-2
8901,O=C(CO)C(O)CO,O=C(CO)C(O)CO,120.10399999999998,-2.0989999999999998,77.76,3,4,3,-0.2723,-0.0393,2.4202,1,-2
8902,C#CC(C)C(O)CO,C#CC(C)C(O)CO,114.14399999999998,-0.3911,40.46,2,2,2,-0.256,0.0459,2.2396,1,-2
8903,CC(C#N)C(O)CO,CC(C#N)C(O)CO,115.13199999999998,-0.5007199999999999,64.25,2,3,2,-0.2751,0.0373,4.3244,1,-2
8904,C#CC(C)C(C)CO,C#CC(C)C(C)CO,112.17199999999998,0.8840999999999999,20.23,1,1,2,-0.2559,0.0538,1.0228,2,-2
8905,CC(C#N)C(C)CO,CC(C#N)C(C)CO,113.15999999999998,0.7744800000000001,44.019999999999996,1,2,2,-0.2747,0.0349,3.2079,0,-2
8906,CC(CO)C(N)C#N,CC(CO)C(N)C#N,114.14800000000001,-0.5343200000000001,70.03999999999999,2,3,2,-0.2671,0.0268,3.9002,1,-2
8907,C#CC(O)C(C)CO,C#CC(O)C(C)CO,114.14399999999999,-0.39109999999999995,40.46,2,2,2,-0.265,0.0305,0.3961,1,-2
8908,CC(CO)C(O)C#N,CC(CO)C(O)C#N,115.13199999999999,-0.50072,64.25,2,3,2,-0.2799,0.01,3.9493,1,-2
8909,C#CC(C)C(C)CC,C#CC(C)C(C)CC,110.19999999999999,2.3018,0.0,0,0,2,-0.2576,0.0572,0.6727,2,-2
8910,CCC(C)C(C)C#N,CCC(C)C(C)C#N,111.18799999999999,2.1921800000000005,23.79,0,1,2,-0.3104,0.0385,4.0584,2,-2
8911,CCC(C)C(N)C#N,CCC(C)C(N)C#N,112.176,0.88338,49.81,1,2,2,-0.2597,0.0251,4.7661,0,-2
8912,C#CC(O)C(C)CC,C#CC(O)C(C)CC,112.172,1.0266,20.23,1,1,2,-0.2632,0.0325,1.2873,2,-2
8913,CCC(C)C(O)C#N,CCC(C)C(O)C#N,113.15999999999998,0.9169799999999999,44.019999999999996,1,2,2,-0.2979,0.0123,3.4102,0,-2
8914,CCC(N)C(N)C#N,CCC(N)C(N)C#N,113.164,-0.4254200000000003,75.83,2,3,2,-0.2481,0.0367,4.0153,1,-1
8915,C#CC(C)C(O)CC,C#CC(C)C(O)CC,112.17199999999998,1.0266,20.23,1,1,2,-0.2546,0.0528,1.76,2,-2
8916,CCC(O)C(C)C#N,CCC(O)C(C)C#N,113.16,0.9169799999999999,44.019999999999996,1,2,2,-0.2835,0.0346,4.9869,0,-2
8917,CCC(O)C(N)C#N,CCC(O)C(N)C#N,114.14800000000001,-0.39182,70.03999999999999,2,3,2,-0.2699,0.0273,3.9344,1,-2
8918,C#CC(O)C(O)CC,C#CC(O)C(O)CC,114.14399999999999,-0.24859999999999993,40.46,2,2,2,-0.253,0.03,0.1327,1,213
8919,CCC(O)C(O)C#N,CCC(O)C(O)C#N,115.13199999999999,-0.35822,64.25,2,3,2,-0.2797,0.0095,3.967,1,-2
8920,CCN(C)C(C)C#N,CCN(C)C(C)C#N,112.17599999999999,0.85018,27.03,0,2,2,-0.2327,0.0329,4.1025,0,124
8921,CNC(C)C(O)C#N,CNC(C)C(O)C#N,114.14799999999998,-0.5212200000000002,56.05,2,3,2,-0.2549,0.0244,4.8427,1,-2
8922,C#CC(C)C(C)OC,C#CC(C)C(C)OC,112.17199999999998,1.2906,9.23,0,1,2,-0.251,0.056,1.0641,2,-2
8923,COC(C)C(C)C#N,COC(C)C(C)C#N,113.16,1.1809800000000001,33.019999999999996,0,2,2,-0.269,0.037,3.8275,0,-2
8924,COC(C)C(N)C#N,COC(C)C(N)C#N,114.14800000000001,-0.12781999999999993,59.04,1,3,2,-0.2542,0.0238,4.2213,1,-2
8925,C#CC(O)C(C)OC,C#CC(O)C(C)OC,114.14399999999999,0.01540000000000008,29.46,1,2,2,-0.2588,0.0407,2.4103,0,493
8926,COC(C)C(O)C#N,COC(C)C(O)C#N,115.13199999999999,-0.09422000000000003,53.25,1,3,2,-0.2776,0.0206,4.4289,1,-2
8927,N#CC(N)C(O)CO,N#CC(N)C(O)CO,116.11999999999998,-1.8095199999999998,90.27000000000001,3,4,2,-0.2631,0.0253,6.9425,1,-1
8928,N#CC(N)C(N)CO,N#CC(N)C(N)CO,115.136,-1.8431199999999999,96.06,3,4,2,-0.256,0.0113,2.7404,1,-2
8929,N#CC(O)C(N)CO,N#CC(O)C(N)CO,116.12,-1.80952,90.27,3,4,2,-0.2707,0.0234,4.9092,1,-2
8930,C#CC(O)C(O)CO,C#CC(O)C(O)CO,116.11599999999999,-1.6663,60.69,3,3,2,-0.2611,0.0283,1.6984,1,-2
8931,N#CC(O)C(O)CO,N#CC(O)C(O)CO,117.10399999999998,-1.7759200000000002,84.48,3,4,2,-0.2836,0.0072,5.2351,1,-2
8932,CC(C=O)C(O)CO,CC(C=O)C(O)CO,118.13199999999998,-0.8254000000000001,57.53,2,3,3,-0.2481,-0.0277,2.9342,1,208
8933,CC(C=O)C(C)CO,CC(C=O)C(C)CO,116.15999999999998,0.44980000000000003,37.3,1,2,3,-0.2465,-0.02,1.6748,0,431
8934,CC(CO)C(O)C=O,CC(CO)C(O)C=O,118.13199999999998,-0.8254000000000001,57.53,2,3,3,-0.2644,-0.04,0.9051,1,-2
